Job Number,City,Title,Company,Location,Skills,Posted,Link
557,chennai,Full_stack Developer,Team Computers Pvt Ltd,Chennai,"c# with
   				

   					net
   				

   					angular
   				

   					angularjs development
   				

   					sql proficiency
   				

   					reporting tools
   				

   					ssrs
   				

   					.net",1 day ago,https://www.timesjobs.com/job-detail/full-stack-developer-team-computers-pvt-ltd-chennai-2-to-5-yrs-jobid-3m8tsNh7AmVzpSvf__PLUS__uAgZw==&source=srp
558,chennai,UX Designer II  REQ/0722 | Sysvine Technologies,Sysvine Technologies,Chennai,"user experience design
   				

   					wireframing and prototyping
   				

   					user research techniques
   				

   					collaboration with stakeholders
   				

   					design tools proficiency
   				

   					ux designer
   				

   					mobile
   				

   					wireframes",1 day ago,https://www.timesjobs.com/job-detail/ux-designer-ii-req-0722-sysvine-technologies-sysvine-technologies-chennai-1-to-3-yrs-jobid-kRMX__PLUS__4MbFxdzpSvf__PLUS__uAgZw==&source=srp
559,chennai,Senior Software Engineer  Dev Spring Boot React- REQ/0744 | Sysvine Technologies,Sysvine Technologies,Chennai,"java development
   				

   					spring boot
   				

   					reactjs frontend
   				

   					restful apis
   				

   					sql databases
   				

   					software design
   				

   					senior software engineer
   				

   					oop
   				

   					postgresql
   				

   					games
   				

   					debugging
   				

   					data structures
   				

   					mysql
   				

   					oracle
   				

   					software delivery
   				

   					mobile
   				

   					spring framework",1 day ago,https://www.timesjobs.com/job-detail/senior-software-engineer-dev-spring-boot-react-req-0744-sysvine-technologies-sysvine-technologies-chennai-8-to-12-yrs-jobid-X6tsm8vwulxzpSvf__PLUS__uAgZw==&source=srp
560,chennai,Enterprise Sales Officer T1 ( 82691282 ),Reliance Jio Infocomm Limited,Chennai,"territory familiarity
   				

   					enterprise sales exposure
   				

   					technology understanding
   				

   					relationship management
   				

   					customer focus",1 day ago,https://www.timesjobs.com/job-detail/enterprise-sales-officer-t1-82691282-reliance-jio-infocomm-limited-chennai-2-to-5-yrs-jobid-biT33CaLX1RzpSvf__PLUS__uAgZw==&source=srp
561,chennai,business analyst senior consultant,Randstad MENA,"Chennai,  Bengaluru / Bangalore","product ownership   agile methodologies   user story development   credit assessment   documentation skills
   				

   					business requirements
   				

   					business analyst
   				

   					user stories
   				

   					user training",1 day ago,https://www.timesjobs.com/job-detail/business-analyst-senior-consultant-randstad-mena-chennai-bengaluru-bangalore-8-to-15-yrs-jobid-ZnduoW4w__SLASH__RBzpSvf__PLUS__uAgZw==&source=srp
562,chennai,Business Analyst | Qube Careers,qube cinema technologies pvt ltd,Chennai,"data analysis techniques
   				

   					statistical reporting
   				

   					database design
   				

   					market research skills
   				

   					requirements gathering
   				

   					data mining
   				

   					sql
   				

   					xml
   				

   					big data
   				

   					information management
   				

   					javascript
   				

   					business objects",1 day ago,https://www.timesjobs.com/job-detail/business-analyst-qube-careers-qube-cinema-technologies-pvt-ltd-chennai-3-to-6-yrs-jobid-2uKE4__PLUS__lUJyhzpSvf__PLUS__uAgZw==&source=srp
563,chennai,Executive - Content Management | Qube Careers,qube cinema technologies pvt ltd,Chennai,"content curation
   				

   					seo best practices
   				

   					research abilities
   				

   					data publishing
   				

   					stakeholder management
   				

   					testing
   				

   					writing",1 day ago,https://www.timesjobs.com/job-detail/executive-content-management-qube-careers-qube-cinema-technologies-pvt-ltd-chennai-0-to-4-yrs-jobid-rlX33EO16qpzpSvf__PLUS__uAgZw==&source=srp
564,chennai,Platform Engineer | Qube XP | Qube Careers,qube cinema technologies pvt ltd,Chennai,"embedded linux development
   				

   					linux internals proficiency
   				

   					bash shell scripting
   				

   					software development experience
   				

   					problem solving skills
   				

   					c
   				

   					docker
   				

   					web development
   				

   					os
   				

   					operating system",1 day ago,https://www.timesjobs.com/job-detail/platform-engineer-qube-xp-qube-careers-qube-cinema-technologies-pvt-ltd-chennai-3-to-6-yrs-jobid-ETL54wHv32NzpSvf__PLUS__uAgZw==&source=srp
565,chennai,Senior Systems Analyst - Support,ORACLE,Chennai,"performance tuning
   				

   					oracle database expertise
   				

   					dba skills
   				

   					technical troubleshooting
   				

   					customer support
   				

   					exadata
   				

   					oracle enterprise manager
   				

   					backup & recovery
   				

   					11g
   				

   					security
   				

   					oem
   				

   					oracle rac
   				

   					consultant
   				

   					infrastructure
   				

   					asm",1 day ago,https://www.timesjobs.com/job-detail/senior-systems-analyst-support-oracle-chennai-6-to-10-yrs-jobid-E9__PLUS__xh7etVoBzpSvf__PLUS__uAgZw==&source=srp
566,chennai,Senior EBS Technical Consultant,ORACLE,"Chennai,  Mumbai,  Hyderabad/Secunderabad,  Kolkata,  Gurgaon","oracle apps knowledge
   				

   					rice components experience
   				

   					pl / sql development
   				

   					form personalization
   				

   					performance tuning
   				

   					java
   				

   					xml
   				

   					shell scripting
   				

   					triggers
   				

   					technical consultant
   				

   					bi
   				

   					security
   				

   					database
   				

   					oracle forms
   				

   					oracle rdbms",1 day ago,https://www.timesjobs.com/job-detail/senior-ebs-technical-consultant-oracle-chennai-mumbai-hyderabad-secunderabad-kolkata-gurgaon-10-to-13-yrs-jobid-Xsna3A8EHIVzpSvf__PLUS__uAgZw==&source=srp
567,chennai,Senior Systems Analyst - Support,ORACLE,Chennai,"performance tuning
   				

   					oracle database expertise
   				

   					dba skills
   				

   					technical troubleshooting
   				

   					high availability features
   				

   					exadata
   				

   					oracle enterprise manager
   				

   					backup & recovery
   				

   					11g
   				

   					security
   				

   					oem
   				

   					oracle rac
   				

   					consultant
   				

   					infrastructure
   				

   					asm",1 day ago,https://www.timesjobs.com/job-detail/senior-systems-analyst-support-oracle-chennai-1-to-4-yrs-jobid-K4vL__PLUS__wTfPD9zpSvf__PLUS__uAgZw==&source=srp
568,chennai,Senior Java Developer with AWS,ORACLE,"Chennai,  Mumbai,  Bengaluru / Bangalore,  Pune","java development
   				

   					microservices architecture
   				

   					aws experience
   				

   					sql knowledge
   				

   					ci / cd tools
   				

   					soa
   				

   					mockito
   				

   					hibernate
   				

   					spring
   				

   					security
   				

   					git
   				

   					postgresql
   				

   					rest
   				

   					junit
   				

   					oracle
   				

   					mq
   				

   					ant
   				

   					maven
   				

   					java developer
   				

   					spring boot
   				

   					soap",1 day ago,https://www.timesjobs.com/job-detail/senior-java-developer-with-aws-oracle-chennai-mumbai-bengaluru-bangalore-pune-6-to-10-yrs-jobid-KSQL2t5F__PLUS__RBzpSvf__PLUS__uAgZw==&source=srp
569,chennai,Senior Systems Analyst - Support,ORACLE,Chennai,"oracle database expertise
   				

   					performance tuning
   				

   					technical troubleshooting
   				

   					high availability implementation
   				

   					customer relationship management
   				

   					exadata
   				

   					dba
   				

   					oracle enterprise manager
   				

   					backup & recovery
   				

   					11g
   				

   					security
   				

   					oem
   				

   					oracle rac
   				

   					consultant
   				

   					infrastructure
   				

   					asm",1 day ago,https://www.timesjobs.com/job-detail/senior-systems-analyst-support-oracle-chennai-10-to-13-yrs-jobid-c6Msfeh6uaBzpSvf__PLUS__uAgZw==&source=srp
570,chennai,Automation Tester (C# Selenium) Job Details | Gainwell Technologies LLC,Gainwell Technologies,Chennai,"automation testing
   				

   					c# programming
   				

   					selenium framework
   				

   					database knowledge
   				

   					test planning
   				

   					regression testing
   				

   					test scripts
   				

   					automation tester
   				

   					test execution
   				

   					healthcare
   				

   					sql
   				

   					functional testing
   				

   					oracle
   				

   					individual contributor",1 day ago,https://www.timesjobs.com/job-detail/automation-tester-c-selenium-job-details-gainwell-technologies-llc-gainwell-technologies-chennai-5-to-8-yrs-jobid-Gy99e08gn6xzpSvf__PLUS__uAgZw==&source=srp
571,chennai,PLSQL Developer,virtusa consulting services pvt. ltd.,"Chennai,  Hyderabad/Secunderabad","plsql development
   				

   					database optimization
   				

   					oracle sql queries
   				

   					data modeling
   				

   					code review
   				

   					database development
   				

   					plsql developer
   				

   					oracle developer
   				

   					sqlplus
   				

   					toad
   				

   					triggers
   				

   					oracle 11g",1 day ago,https://www.timesjobs.com/job-detail/plsql-developer-virtusa-consulting-services-pvt-ltd-chennai-hyderabad-secunderabad-8-to-11-yrs-jobid-LIWPLiZcaPpzpSvf__PLUS__uAgZw==&source=srp
572,chennai,Senior QA Automation,virtusa consulting services pvt. ltd.,"Chennai,  Hyderabad/Secunderabad","qa java
   				

   					selenium webdriver
   				

   					api testing
   				

   					testing methodologies
   				

   					test management tools
   				

   					test cases
   				

   					sql
   				

   					test data
   				

   					functional testing
   				

   					ui
   				

   					test strategy
   				

   					jira
   				

   					automation testing
   				

   					qa lead
   				

   					agile",1 day ago,https://www.timesjobs.com/job-detail/senior-qa-automation-virtusa-consulting-services-pvt-ltd-chennai-hyderabad-secunderabad-8-to-10-yrs-jobid-QmL7SSVxK89zpSvf__PLUS__uAgZw==&source=srp
573,chennai,HIL System Testing Engineer Job Details | ZF Group,zf friedrichshafen -itc,Chennai,"hil testing systems
   				

   					test automation
   				

   					automotive protocols
   				

   					requirement analysis
   				

   					problem reporting tools
   				

   					test management
   				

   					tester
   				

   					stress
   				

   					system testing
   				

   					loading
   				

   					test engineer",1 day ago,https://www.timesjobs.com/job-detail/hil-system-testing-engineer-job-details-zf-group-zf-friedrichshafen-itc-chennai-2-to-5-yrs-jobid-xZ709s4A52xzpSvf__PLUS__uAgZw==&source=srp
574,chennai,Developer - L3,Wipro Technologies Ltd,Chennai,"software development   quality assurance   problem analysis   code optimization   customer interaction
   				

   					continuous integration
   				

   					test cases
   				

   					software development life cycle
   				

   					usability
   				

   					software validation",1 day ago,https://www.timesjobs.com/job-detail/developer-l3-wipro-technologies-ltd-chennai-2-to-5-yrs-jobid-eJ6lRLLedj9zpSvf__PLUS__uAgZw==&source=srp
575,chennai,Developer - L3,Wipro Technologies Ltd,Chennai,"software development life cycle
   				

   					code quality assurance
   				

   					requirement analysis
   				

   					software testing automation
   				

   					client interaction management
   				

   					continuous integration
   				

   					test cases
   				

   					usability
   				

   					software validation",1 day ago,https://www.timesjobs.com/job-detail/developer-l3-wipro-technologies-ltd-chennai-3-to-5-yrs-jobid-gvtOO3eEcR9zpSvf__PLUS__uAgZw==&source=srp
576,chennai,Developer - L4,Wipro Technologies Ltd,Chennai,"software development
   				

   					quality assurance
   				

   					problem solving
   				

   					system analysis
   				

   					documentation skills
   				

   					continuous integration
   				

   					test cases
   				

   					software development life cycle
   				

   					usability
   				

   					software validation",1 day ago,https://www.timesjobs.com/job-detail/developer-l4-wipro-technologies-ltd-chennai-2-to-5-yrs-jobid-in86kKLgGXxzpSvf__PLUS__uAgZw==&source=srp
577,chennai,Engineer III Consultant - DevOps,Verizon Data Services India Pvt Ltd,"Chennai,  Hyderabad/Secunderabad","aws s knowledge
   				

   					next
   				

   					js proficiency
   				

   					node
   				

   					js experience
   				

   					github expertise
   				

   					non sql databases
   				

   					css
   				

   					react.js
   				

   					security
   				

   					iam
   				

   					json
   				

   					telecom
   				

   					javascript
   				

   					node.js",1 day ago,https://www.timesjobs.com/job-detail/engineer-iii-consultant-devops-verizon-data-services-india-pvt-ltd-chennai-hyderabad-secunderabad-7-to-10-yrs-jobid-Y5SmSa4dAOVzpSvf__PLUS__uAgZw==&source=srp
578,chennai,Consultant - Product Management - AI/ML,Verizon Data Services India Pvt Ltd,"Chennai,  Hyderabad/Secunderabad","ai accelerator technologies
   				

   					product management
   				

   					e commerce experience
   				

   					analytical problem solving
   				

   					cross functional team leadership
   				

   					design thinking
   				

   					consulting
   				

   					predictive analytics
   				

   					statistical analysis",1 day ago,https://www.timesjobs.com/job-detail/consultant-product-management-ai-ml-verizon-data-services-india-pvt-ltd-chennai-hyderabad-secunderabad-7-to-10-yrs-jobid-xLBvVmrfVPtzpSvf__PLUS__uAgZw==&source=srp
